Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Promo_Dependent,Satisfaction_Flag,Tenure_Band,Spend_Tier,Customer_Value_Score,Value_Tier,Promo_Value_Segment,Age_Group,Premium_Shipping_Flag,High_Value_Flag,Retention_Risk_Score,Loyalty_Score_A,Loyalty_Label_A,Loyalty_Score_B,Loyalty_Label_B,Customer_Segment
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,1,Free Shipping,1,1,26,PayPal,Annually,1,1,Medium,Established,Low,0.2091,Bronze,Low_Value_Promo_Dependent,35-44,0,0,2,0.2041,Transactional,0.4522,Developing,Low Engagement
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,1,Express,1,1,9,Cash,Fortnightly,26,1,High,New,Medium,0.3689,Silver,Low_Value_Promo_Dependent,55-64,1,0,1,0.2614,Transactional,0.6364,Loyal,Discount Dependent
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,1,2-Day Shipping,1,1,48,Debit Card,Annually,1,1,Low,Veteran,Low,0.4337,Silver,Low_Value_Promo_Dependent,25-34,1,0,3,0.3837,Developing,0.3405,Transactional,At Risk
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,1,Store Pickup,1,1,33,Debit Card,Fortnightly,26,1,High,Established,Low,0.4573,Gold,High_Value_Promo_Dependent,65+,0,1,1,0.4573,Developing,0.6,Loyal,Promo Convert Target
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,1,Store Pickup,1,1,31,PayPal,Quarterly,4,1,Medium,Established,Low,0.2684,Silver,Low_Value_Promo_Dependent,25-34,0,0,2,0.2684,Transactional,0.418,Developing,Low Engagement
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,1,Free Shipping,1,1,17,Debit Card,Weekly,52,1,Medium,Growing,High,0.6806,Platinum,High_Value_Promo_Dependent,35-44,0,1,2,0.5306,Loyal,0.6335,Loyal,Low Engagement
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,1,2-Day Shipping,1,1,22,Venmo,Annually,1,1,Medium,Growing,High,0.3389,Silver,Low_Value_Promo_Dependent,18-24,1,0,2,0.1714,Transactional,0.6554,Loyal,Discount Dependent
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,1,Free Shipping,1,1,8,PayPal,Annually,1,1,Medium,New,Medium,0.1221,Bronze,Low_Value_Promo_Dependent,55-64,0,0,2,0.0571,Transactional,0.4153,Developing,Discount Dependent
513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.8,1,Next Day Air,1,1,2,Bank Transfer,Monthly,12,1,Medium,New,Medium,0.1669,Bronze,Low_Value_Promo_Dependent,18-24,1,0,2,0.0944,Transactional,0.5226,Loyal,Discount Dependent
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,1,Store Pickup,1,1,45,Venmo,Annually,1,1,Medium,Veteran,Medium,0.4717,Gold,High_Value_Promo_Dependent,18-24,0,1,2,0.3592,Developing,0.5446,Loyal,Promo Convert Target
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,1,Standard,1,1,47,PayPal,Quarterly,4,1,High,Veteran,Medium,0.504,Gold,High_Value_Promo_Dependent,55-64,0,1,1,0.399,Developing,0.6332,Loyal,Promo Convert Target
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,1,Next Day Air,1,1,7,Cash,Monthly,12,1,High,New,Medium,0.2528,Silver,Low_Value_Promo_Dependent,25-34,1,0,1,0.1353,Transactional,0.6769,Loyal,Discount Dependent
517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,1,2-Day Shipping,1,1,19,Debit Card,Fortnightly,26,1,Low,Growing,Low,0.3955,Silver,Low_Value_Promo_Dependent,25-34,1,0,3,0.343,Transactional,0.3576,Transactional,At Risk
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,1,Free Shipping,1,1,44,Cash,Quarterly,4,1,Low,Veteran,Medium,0.447,Silver,Low_Value_Promo_Dependent,55-64,0,0,3,0.3745,Developing,0.3686,Transactional,At Risk
519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,1,Next Day Air,1,1,16,Venmo,Quarterly,4,1,Low,Growing,High,0.346,Silver,Low_Value_Promo_Dependent,18-24,1,0,3,0.146,Transactional,0.556,Loyal,At Risk
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,1,2-Day Shipping,1,1,17,Bank Transfer,Quarterly,4,1,High,Growing,Medium,0.2391,Bronze,Low_Value_Promo_Dependent,18-24,1,0,1,0.1541,Transactional,0.6222,Loyal,Discount Dependent
521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,1,Free Shipping,1,1,20,Debit Card,Quarterly,4,1,Medium,Growing,High,0.3386,Silver,Low_Value_Promo_Dependent,45-54,0,0,2,0.1786,Transactional,0.646,Loyal,Discount Dependent
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,1,Standard,1,1,50,Bank Transfer,Annually,1,1,Medium,Veteran,Low,0.4525,Gold,High_Value_Promo_Dependent,35-44,0,1,2,0.4,Developing,0.4556,Developing,Promo Convert Target
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,1,Store Pickup,1,1,37,Cash,Quarterly,4,1,Low,Established,High,0.4874,Gold,High_Value_Promo_Dependent,65+,0,1,3,0.3174,Transactional,0.4625,Developing,Promo Convert Target
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,1,Express,1,1,5,PayPal,Quarterly,4,1,High,New,Low,0.1062,Bronze,Low_Value_Promo_Dependent,45-54,1,0,1,0.0562,Transactional,0.6485,Loyal,Discount Dependent
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,1,Free Shipping,1,1,44,PayPal,Annually,1,1,High,Veteran,Low,0.3985,Silver,Low_Value_Promo_Dependent,55-64,0,0,1,0.351,Developing,0.6314,Loyal,Low Engagement
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,1,Next Day Air,1,1,41,Debit Card,Monthly,12,1,Medium,Veteran,Low,0.4553,Gold,High_Value_Promo_Dependent,45-54,1,1,2,0.4128,Developing,0.4011,Developing,Promo Convert Target
527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,1,Standard,1,1,19,Cash,Monthly,12,1,High,Growing,Medium,0.3132,Silver,Low_Value_Promo_Dependent,45-54,0,0,1,0.2332,Transactional,0.686,Loyal,Discount Dependent
528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,1,Next Day Air,1,1,47,Bank Transfer,Quarterly,4,1,High,Veteran,Low,0.4065,Silver,Low_Value_Promo_Dependent,18-24,1,0,1,0.399,Developing,0.5114,Developing,Low Engagement
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,1,Express,1,1,40,Cash,Annually,1,1,Medium,Veteran,High,0.4884,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.3184,Transactional,0.5605,Loyal,Promo Convert Target
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,1,Standard,1,1,6,Credit Card,Monthly,12,1,Medium,New,High,0.2871,Silver,Low_Value_Promo_Dependent,25-34,0,0,2,0.1271,Transactional,0.618,Loyal,Discount Dependent
531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,1,Store Pickup,1,1,25,Credit Card,Fortnightly,26,1,Medium,Established,Low,0.4345,Silver,Low_Value_Promo_Dependent,45-54,0,0,2,0.392,Developing,0.4011,Developing,Low Engagement
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,1,Next Day Air,1,1,42,Cash,Weekly,52,1,Medium,Veteran,Medium,0.8122,Platinum,High_Value_Promo_Dependent,45-54,1,1,2,0.7347,Loyal,0.4729,Developing,Promo Convert Target
533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,1,Express,1,1,35,Bank Transfer,Quarterly,4,1,High,Established,High,0.4411,Silver,Low_Value_Promo_Dependent,25-34,1,0,1,0.3011,Transactional,0.649,Loyal,Low Engagement
534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,1,Next Day Air,1,1,17,Debit Card,Weekly,52,1,High,Growing,Medium,0.6306,Gold,High_Value_Promo_Dependent,55-64,1,1,1,0.5306,Loyal,0.655,Loyal,Low Engagement
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,1,Next Day Air,1,1,4,PayPal,Quarterly,4,1,High,New,Medium,0.178,Bronze,Low_Value_Promo_Dependent,65+,1,0,1,0.048,Transactional,0.6925,Loyal,Discount Dependent
536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,1,Free Shipping,1,1,24,Bank Transfer,Weekly,52,1,Medium,Growing,Medium,0.6503,Platinum,High_Value_Promo_Dependent,55-64,0,1,2,0.5878,Loyal,0.4261,Developing,Low Engagement
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,1,Store Pickup,1,1,16,Debit Card,Quarterly,4,1,High,Growing,High,0.306,Silver,Low_Value_Promo_Dependent,35-44,0,0,1,0.146,Transactional,0.716,Loyal,Discount Dependent
538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3.0,1,Store Pickup,1,1,14,Debit Card,Annually,1,1,Medium,Growing,Medium,0.1786,Bronze,Low_Value_Promo_Dependent,45-54,0,0,2,0.1061,Transactional,0.4106,Developing,Discount Dependent
539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,1,Free Shipping,1,1,43,Cash,Weekly,52,1,Medium,Veteran,Low,0.7479,Platinum,High_Value_Promo_Dependent,25-34,0,1,2,0.7429,Loyal,0.3543,Transactional,Promo Convert Target
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,1,Store Pickup,1,1,49,Debit Card,Weekly,52,1,High,Veteran,Medium,0.8618,Platinum,High_Value_Promo_Dependent,45-54,0,1,1,0.7918,Loyal,0.5475,Loyal,Promo Convert Target
541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,1,Next Day Air,1,1,33,Cash,Quarterly,4,1,Medium,Established,Low,0.3273,Silver,Low_Value_Promo_Dependent,45-54,1,0,2,0.2848,Transactional,0.3871,Developing,Low Engagement
542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,1,Next Day Air,1,1,45,Cash,Fortnightly,26,1,Low,Veteran,Low,0.5728,Gold,High_Value_Promo_Dependent,45-54,1,1,3,0.5553,Loyal,0.3139,Transactional,Promo Convert Target
543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,1,Next Day Air,1,1,35,Cash,Fortnightly,26,1,High,Established,High,0.6211,Gold,High_Value_Promo_Dependent,25-34,1,1,1,0.4736,Developing,0.7284,Loyal,Promo Convert Target
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,1,Express,1,1,11,Credit Card,Monthly,12,1,High,Growing,High,0.3629,Silver,Low_Value_Promo_Dependent,45-54,1,0,1,0.1679,Transactional,0.7458,Loyal,Discount Dependent
545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,1,Standard,1,1,30,Bank Transfer,Quarterly,4,1,Medium,Established,Medium,0.3703,Silver,Low_Value_Promo_Dependent,25-34,0,0,2,0.2603,Transactional,0.4995,Developing,Low Engagement
546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,1,2-Day Shipping,1,1,48,Debit Card,Annually,1,1,Medium,Veteran,Low,0.4137,Silver,Low_Value_Promo_Dependent,25-34,1,0,2,0.3837,Developing,0.4275,Developing,Low Engagement
547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,1,Free Shipping,1,1,45,Venmo,Fortnightly,26,1,Medium,Veteran,High,0.6903,Platinum,High_Value_Promo_Dependent,55-64,0,1,2,0.5553,Loyal,0.5448,Loyal,Promo Convert Target
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,1,Free Shipping,1,1,26,Venmo,Weekly,52,1,Low,Established,Medium,0.6791,Platinum,High_Value_Promo_Dependent,35-44,0,1,3,0.6041,Loyal,0.3857,Transactional,Promo Convert Target
549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,1,Store Pickup,1,1,41,Debit Card,Quarterly,4,1,High,Veteran,Medium,0.4601,Gold,High_Value_Promo_Dependent,35-44,0,1,1,0.3501,Developing,0.6815,Loyal,Promo Convert Target
550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,1,Express,1,1,37,Venmo,Fortnightly,26,1,Medium,Established,Low,0.5125,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.49,Developing,0.4321,Developing,Promo Convert Target
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,1,Store Pickup,1,1,12,PayPal,Weekly,52,1,Medium,Growing,Medium,0.5948,Gold,High_Value_Promo_Dependent,55-64,0,1,2,0.4898,Developing,0.4932,Developing,Low Engagement
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,1,2-Day Shipping,1,1,27,Cash,Fortnightly,26,1,Medium,Established,High,0.5533,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.4083,Developing,0.5153,Developing,Promo Convert Target
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,1,Express,1,1,18,Bank Transfer,Weekly,52,1,Medium,Growing,High,0.7238,Platinum,High_Value_Promo_Dependent,18-24,1,1,2,0.5388,Loyal,0.6213,Loyal,Low Engagement
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,1,Express,1,1,15,Credit Card,Quarterly,4,1,Medium,Growing,Medium,0.2353,Bronze,Low_Value_Promo_Dependent,55-64,1,0,2,0.1378,Transactional,0.4699,Developing,Discount Dependent
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,1,Express,1,1,34,Bank Transfer,Weekly,52,1,Medium,Established,Medium,0.7369,Platinum,High_Value_Promo_Dependent,55-64,1,1,2,0.6694,Loyal,0.4044,Developing,Promo Convert Target
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,1,Express,1,1,37,Venmo,Annually,1,1,High,Established,Medium,0.3864,Silver,Low_Value_Promo_Dependent,55-64,1,0,1,0.2939,Transactional,0.6876,Loyal,Low Engagement
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,1,Store Pickup,1,1,21,Cash,Fortnightly,26,1,High,Growing,High,0.5343,Gold,High_Value_Promo_Dependent,35-44,0,1,1,0.3593,Developing,0.8188,Loyal,Low Engagement
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,1,Free Shipping,1,1,31,Debit Card,Weekly,52,1,Low,Established,Medium,0.7449,Platinum,High_Value_Promo_Dependent,18-24,0,1,3,0.6449,Loyal,0.431,Developing,Promo Convert Target
559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,1,Express,1,1,43,Debit Card,Quarterly,4,1,Medium,Veteran,High,0.5089,Gold,High_Value_Promo_Dependent,45-54,1,1,2,0.3664,Developing,0.5261,Loyal,Promo Convert Target
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,1,Store Pickup,1,1,22,Bank Transfer,Monthly,12,1,Low,Growing,Low,0.3102,Silver,Low_Value_Promo_Dependent,65+,0,0,3,0.2577,Transactional,0.3716,Transactional,At Risk
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.8,1,Free Shipping,1,1,12,Debit Card,Annually,1,1,Medium,Growing,Medium,0.1598,Bronze,Low_Value_Promo_Dependent,25-34,0,0,2,0.0898,Transactional,0.5195,Loyal,Discount Dependent
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,1,Next Day Air,1,1,25,PayPal,Fortnightly,26,1,Low,Established,Medium,0.5045,Gold,High_Value_Promo_Dependent,65+,1,1,3,0.392,Developing,0.4046,Developing,Promo Convert Target
563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,1,Standard,1,1,40,Debit Card,Annually,1,1,Medium,Veteran,Medium,0.4234,Silver,Low_Value_Promo_Dependent,45-54,0,0,2,0.3184,Transactional,0.5212,Loyal,Low Engagement
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,1,Standard,1,1,16,Debit Card,Quarterly,4,1,High,Growing,High,0.3435,Silver,Low_Value_Promo_Dependent,55-64,0,0,1,0.146,Transactional,0.7629,Loyal,Discount Dependent
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,1,Next Day Air,1,1,30,Bank Transfer,Weekly,52,1,Medium,Established,Medium,0.7317,Platinum,High_Value_Promo_Dependent,65+,1,1,2,0.6367,Loyal,0.4948,Developing,Promo Convert Target
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,1,Store Pickup,1,1,10,Venmo,Weekly,52,1,High,Growing,Low,0.531,Gold,High_Value_Promo_Dependent,55-64,0,1,1,0.4735,Developing,0.5599,Loyal,Low Engagement
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,1,Store Pickup,1,1,1,Debit Card,Fortnightly,26,1,Medium,New,High,0.3786,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.1961,Transactional,0.6321,Loyal,Discount Dependent
568,21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,1,Next Day Air,1,1,24,Venmo,Fortnightly,26,1,Medium,Growing,Medium,0.4588,Gold,High_Value_Promo_Dependent,18-24,1,1,2,0.3838,Developing,0.4138,Developing,Low Engagement
569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,1,Free Shipping,1,1,36,PayPal,Monthly,12,1,High,Established,High,0.542,Gold,High_Value_Promo_Dependent,35-44,0,1,1,0.372,Developing,0.6725,Loyal,Promo Convert Target
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,1,Express,1,1,46,Credit Card,Quarterly,4,1,High,Veteran,Low,0.4234,Silver,Low_Value_Promo_Dependent,65+,1,0,1,0.3909,Developing,0.5566,Loyal,Low Engagement
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,1,Standard,1,1,20,Cash,Annually,1,1,High,Growing,High,0.3526,Silver,Low_Value_Promo_Dependent,65+,0,0,1,0.1551,Transactional,0.7209,Loyal,Discount Dependent
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,1,Free Shipping,1,1,37,Venmo,Weekly,52,1,Medium,Established,High,0.8339,Platinum,High_Value_Promo_Dependent,45-54,0,1,2,0.6939,Loyal,0.579,Loyal,Promo Convert Target
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,1,Next Day Air,1,1,26,Bank Transfer,Annually,1,1,High,Established,High,0.3966,Silver,Low_Value_Promo_Dependent,55-64,1,0,1,0.2041,Transactional,0.7846,Loyal,Low Engagement
574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,1,2-Day Shipping,1,1,23,Credit Card,Fortnightly,26,1,Medium,Growing,Medium,0.4957,Gold,High_Value_Promo_Dependent,55-64,1,1,2,0.3757,Developing,0.498,Developing,Low Engagement
575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,1,Free Shipping,1,1,20,Bank Transfer,Fortnightly,26,1,High,Growing,High,0.4987,Gold,High_Value_Promo_Dependent,45-54,0,1,1,0.3512,Developing,0.7564,Loyal,Low Engagement
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,1,Express,1,1,38,PayPal,Monthly,12,1,High,Established,High,0.5533,Gold,High_Value_Promo_Dependent,55-64,1,1,1,0.3883,Developing,0.7782,Loyal,Promo Convert Target
577,48,Male,Hat,Accessories,68,Washington,M,Black,Winter,5.0,1,2-Day Shipping,1,1,5,Credit Card,Quarterly,4,1,High,New,Medium,0.1762,Bronze,Low_Value_Promo_Dependent,45-54,1,0,1,0.0562,Transactional,0.75,Loyal,Discount Dependent
578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,1,Store Pickup,1,1,41,Venmo,Annually,1,1,Medium,Veteran,Medium,0.4065,Silver,Low_Value_Promo_Dependent,18-24,0,0,2,0.3265,Transactional,0.518,Loyal,Low Engagement
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,1,Next Day Air,1,1,22,Credit Card,Fortnightly,26,1,High,Growing,High,0.5425,Gold,High_Value_Promo_Dependent,65+,1,1,1,0.3675,Developing,0.7627,Loyal,Low Engagement
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,1,Free Shipping,1,1,48,Credit Card,Annually,1,1,Medium,Veteran,Low,0.4362,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.3837,Developing,0.4836,Developing,Low Engagement
581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,1,Free Shipping,1,1,10,PayPal,Weekly,52,1,High,Growing,High,0.6235,Gold,High_Value_Promo_Dependent,45-54,0,1,1,0.4735,Developing,0.6615,Loyal,Low Engagement
582,32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,1,Store Pickup,1,1,12,Bank Transfer,Quarterly,4,1,Low,Growing,High,0.3133,Silver,Low_Value_Promo_Dependent,25-34,0,0,3,0.1133,Transactional,0.528,Loyal,At Risk
583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,1,Store Pickup,1,1,2,Bank Transfer,Quarterly,4,1,High,New,High,0.1742,Bronze,Low_Value_Promo_Dependent,35-44,0,0,1,0.0317,Transactional,0.7641,Loyal,Discount Dependent
584,25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4.0,1,Store Pickup,1,1,38,PayPal,Monthly,12,1,High,Established,High,0.5333,Gold,High_Value_Promo_Dependent,25-34,0,1,1,0.3883,Developing,0.6413,Loyal,Promo Convert Target
585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,1,Free Shipping,1,1,20,Debit Card,Monthly,12,1,High,Growing,High,0.4264,Silver,Low_Value_Promo_Dependent,65+,0,0,1,0.2414,Transactional,0.7892,Loyal,Discount Dependent
586,69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,1,Next Day Air,1,1,5,Cash,Quarterly,4,1,Low,New,Low,0.0637,Bronze,Low_Value_Promo_Dependent,65+,1,0,3,0.0562,Transactional,0.3014,Transactional,At Risk
587,45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,1,2-Day Shipping,1,1,9,Venmo,Annually,1,1,High,New,Low,0.0653,Bronze,Low_Value_Promo_Dependent,45-54,1,0,1,0.0653,Transactional,0.586,Loyal,Discount Dependent
588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,1,Express,1,1,48,Debit Card,Quarterly,4,1,High,Veteran,High,0.5722,Gold,High_Value_Promo_Dependent,25-34,1,1,1,0.4072,Developing,0.6942,Loyal,Promo Convert Target
589,47,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,1,Standard,1,1,9,Debit Card,Quarterly,4,1,Medium,New,Medium,0.1888,Bronze,Low_Value_Promo_Dependent,45-54,0,0,2,0.0888,Transactional,0.445,Developing,Discount Dependent
590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,1,2-Day Shipping,1,1,40,PayPal,Annually,1,1,Medium,Veteran,Medium,0.4434,Silver,Low_Value_Promo_Dependent,25-34,1,0,2,0.3184,Transactional,0.5322,Loyal,Low Engagement
591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,1,Standard,1,1,30,Venmo,Fortnightly,26,1,High,Established,Low,0.4803,Gold,High_Value_Promo_Dependent,55-64,0,1,1,0.4328,Developing,0.6034,Loyal,Promo Convert Target
592,47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,1,Store Pickup,1,1,6,Debit Card,Fortnightly,26,1,High,New,Low,0.2794,Silver,Low_Value_Promo_Dependent,45-54,0,0,1,0.2369,Transactional,0.5411,Loyal,Discount Dependent
593,60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,1,Free Shipping,1,1,42,Venmo,Quarterly,4,1,Medium,Veteran,Low,0.3807,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.3582,Developing,0.3761,Transactional,Low Engagement
594,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,1,Store Pickup,1,1,9,PayPal,Quarterly,4,1,High,New,Low,0.1263,Bronze,Low_Value_Promo_Dependent,65+,0,0,1,0.0888,Transactional,0.5629,Loyal,Discount Dependent
595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,1,Next Day Air,1,1,6,Debit Card,Monthly,12,1,Low,New,High,0.2846,Silver,Low_Value_Promo_Dependent,35-44,1,0,3,0.1271,Transactional,0.4469,Developing,At Risk
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,1,Next Day Air,1,1,47,PayPal,Quarterly,4,1,Medium,Veteran,High,0.5415,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.399,Developing,0.5821,Loyal,Promo Convert Target
597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,1,Store Pickup,1,1,36,Venmo,Annually,1,1,High,Established,Low,0.3282,Silver,Low_Value_Promo_Dependent,18-24,0,0,1,0.2857,Transactional,0.5831,Loyal,Low Engagement
598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,1,Standard,1,1,19,Bank Transfer,Fortnightly,26,1,Medium,Growing,Medium,0.4655,Gold,High_Value_Promo_Dependent,65+,0,1,2,0.343,Transactional,0.5291,Loyal,Low Engagement
599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,1,2-Day Shipping,1,1,30,Cash,Quarterly,4,1,Medium,Established,Medium,0.3753,Silver,Low_Value_Promo_Dependent,18-24,1,0,2,0.2603,Transactional,0.4918,Developing,Low Engagement
600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,1,Standard,1,1,27,Debit Card,Quarterly,4,1,High,Established,Low,0.2508,Silver,Low_Value_Promo_Dependent,45-54,0,0,1,0.2358,Transactional,0.5068,Developing,Low Engagement
601,22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,1,2-Day Shipping,1,1,25,Venmo,Monthly,12,1,High,Established,Medium,0.3897,Silver,Low_Value_Promo_Dependent,18-24,1,0,1,0.2822,Transactional,0.7344,Loyal,Low Engagement
602,32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,1,Store Pickup,1,1,5,Cash,Fortnightly,26,1,High,New,Low,0.2737,Silver,Low_Value_Promo_Dependent,25-34,0,0,1,0.2287,Transactional,0.6143,Loyal,Discount Dependent
603,37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,1,Next Day Air,1,1,10,Cash,Quarterly,4,1,High,Growing,Medium,0.192,Bronze,Low_Value_Promo_Dependent,35-44,1,0,1,0.097,Transactional,0.6068,Loyal,Discount Dependent
