Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Promo_Dependent,Satisfaction_Flag,Tenure_Band,Spend_Tier,Customer_Value_Score,Value_Tier,Promo_Value_Segment,Age_Group,Premium_Shipping_Flag,High_Value_Flag,Retention_Risk_Score,Loyalty_Score_A,Loyalty_Label_A,Loyalty_Score_B,Loyalty_Label_B
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,1,2-Day Shipping,1,1,17,Debit Card,Fortnightly,26,1,Low,Growing,High,0.4817,Gold,High_Value_Promo_Dependent,35-44,1,1,3,0.3267,Transactional,0.4578,Developing
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,1,Free Shipping,1,1,37,Cash,Weekly,52,1,High,Established,High,0.8464,Platinum,High_Value_Promo_Dependent,35-44,0,1,1,0.6939,Loyal,0.6926,Loyal
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,1,Express,1,1,18,PayPal,Weekly,52,1,High,Growing,Low,0.5488,Gold,High_Value_Promo_Dependent,65+,1,1,1,0.5388,Loyal,0.4865,Developing
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,1,Standard,1,1,13,Credit Card,Monthly,12,1,High,Growing,Medium,0.2842,Silver,Low_Value_Promo_Dependent,55-64,0,0,1,0.1842,Transactional,0.613,Loyal
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,1,2-Day Shipping,1,1,7,PayPal,Weekly,52,1,High,New,Low,0.459,Gold,High_Value_Promo_Dependent,55-64,1,1,1,0.449,Developing,0.5005,Developing
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,1,Standard,1,1,37,Cash,Quarterly,4,1,Medium,Established,High,0.4624,Gold,High_Value_Promo_Dependent,45-54,0,1,2,0.3174,Transactional,0.5153,Developing
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,1,Express,1,1,8,Cash,Monthly,12,1,High,New,High,0.3134,Silver,Low_Value_Promo_Dependent,18-24,1,0,1,0.1434,Transactional,0.7985,Loyal
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,1,Express,1,1,11,Cash,Fortnightly,26,1,High,Growing,Medium,0.3852,Silver,Low_Value_Promo_Dependent,45-54,1,0,1,0.2777,Transactional,0.6504,Loyal
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,1,Standard,1,1,8,Venmo,Fortnightly,26,1,High,New,High,0.3982,Silver,Low_Value_Promo_Dependent,25-34,0,0,1,0.2532,Transactional,0.6972,Loyal
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,1,Store Pickup,1,1,31,Cash,Quarterly,4,1,Medium,Established,Low,0.3109,Silver,Low_Value_Promo_Dependent,65+,0,0,2,0.2684,Transactional,0.4291,Developing
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,1,2-Day Shipping,1,1,26,Debit Card,Fortnightly,26,1,High,Established,High,0.5852,Gold,High_Value_Promo_Dependent,55-64,1,1,1,0.4002,Developing,0.7612,Loyal
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,1,Store Pickup,1,1,20,Credit Card,Fortnightly,26,1,High,Growing,High,0.4962,Gold,High_Value_Promo_Dependent,25-34,0,1,1,0.3512,Developing,0.7113,Loyal
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,1,Standard,1,1,24,Bank Transfer,Fortnightly,26,1,High,Growing,Low,0.4238,Silver,Low_Value_Promo_Dependent,18-24,0,0,1,0.3838,Developing,0.524,Loyal
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,1,Standard,1,1,45,Debit Card,Fortnightly,26,1,Medium,Veteran,Low,0.5653,Gold,High_Value_Promo_Dependent,55-64,0,1,2,0.5553,Loyal,0.3605,Transactional
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,1,Store Pickup,1,1,33,Debit Card,Monthly,12,1,Low,Established,High,0.5075,Gold,High_Value_Promo_Dependent,65+,0,1,3,0.3475,Developing,0.478,Developing
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,1,Express,1,1,21,Bank Transfer,Monthly,12,1,Medium,Growing,Medium,0.317,Silver,Low_Value_Promo_Dependent,45-54,1,0,2,0.2495,Transactional,0.5024,Developing
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,1,Store Pickup,1,1,2,Bank Transfer,Fortnightly,26,1,Low,New,Medium,0.2817,Silver,Low_Value_Promo_Dependent,55-64,0,0,3,0.2042,Transactional,0.3609,Transactional
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,1,Free Shipping,1,1,28,Cash,Weekly,52,1,Low,Established,High,0.7804,Platinum,High_Value_Promo_Dependent,25-34,0,1,3,0.6204,Loyal,0.478,Developing
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,1,Express,1,1,18,Venmo,Quarterly,4,1,Low,Growing,Low,0.1723,Bronze,Low_Value_Promo_Dependent,25-34,1,0,3,0.1623,Transactional,0.2905,Transactional
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,1,Free Shipping,1,1,21,Debit Card,Fortnightly,26,1,High,Growing,High,0.5518,Gold,High_Value_Promo_Dependent,35-44,0,1,1,0.3593,Developing,0.8126,Loyal
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,1,Next Day Air,1,1,24,Credit Card,Monthly,12,1,High,Growing,High,0.4465,Silver,Low_Value_Promo_Dependent,25-34,1,0,1,0.274,Transactional,0.7876,Loyal
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,1,Store Pickup,1,1,15,PayPal,Quarterly,4,1,Low,Growing,Low,0.1978,Bronze,Low_Value_Promo_Dependent,45-54,0,0,3,0.1378,Transactional,0.339,Transactional
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,1,2-Day Shipping,1,1,38,PayPal,Quarterly,4,1,High,Established,Low,0.3631,Silver,Low_Value_Promo_Dependent,35-44,1,0,1,0.3256,Transactional,0.5769,Loyal
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,1,Express,1,1,38,PayPal,Fortnightly,26,1,Medium,Established,High,0.6756,Platinum,High_Value_Promo_Dependent,25-34,1,1,2,0.4981,Developing,0.5699,Loyal
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,1,Next Day Air,1,1,13,Venmo,Fortnightly,26,1,Medium,Growing,Medium,0.4015,Silver,Low_Value_Promo_Dependent,25-34,1,0,2,0.294,Transactional,0.5664,Loyal
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,1,Express,1,1,39,Cash,Fortnightly,26,1,High,Established,High,0.6988,Platinum,High_Value_Promo_Dependent,45-54,1,1,1,0.5063,Developing,0.8126,Loyal
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,1,Store Pickup,1,1,8,Venmo,Quarterly,4,1,High,New,Low,0.1257,Bronze,Low_Value_Promo_Dependent,35-44,0,0,1,0.0807,Transactional,0.5302,Loyal
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,1,Next Day Air,1,1,4,PayPal,Quarterly,4,1,Low,New,Low,0.058,Bronze,Low_Value_Promo_Dependent,45-54,1,0,3,0.048,Transactional,0.3045,Transactional
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,1,Store Pickup,1,1,6,Cash,Quarterly,4,1,Medium,New,Low,0.0943,Bronze,Low_Value_Promo_Dependent,55-64,0,0,2,0.0643,Transactional,0.4835,Developing
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,1,Express,1,1,11,Venmo,Quarterly,4,1,High,Growing,High,0.2802,Silver,Low_Value_Promo_Dependent,45-54,1,0,1,0.1052,Transactional,0.8048,Loyal
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,1,Standard,1,1,49,Venmo,Monthly,12,1,Medium,Veteran,Low,0.5181,Gold,High_Value_Promo_Dependent,25-34,0,1,2,0.4781,Developing,0.426,Developing
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,1,Free Shipping,1,1,30,PayPal,Quarterly,4,1,High,Established,Low,0.3028,Silver,Low_Value_Promo_Dependent,45-54,0,0,1,0.2603,Transactional,0.5271,Loyal
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,1,Express,1,1,34,Bank Transfer,Monthly,12,1,Low,Established,Medium,0.4332,Silver,Low_Value_Promo_Dependent,45-54,1,0,3,0.3557,Developing,0.4029,Developing
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,1,2-Day Shipping,1,1,28,PayPal,Monthly,12,1,Medium,Established,Medium,0.4342,Silver,Low_Value_Promo_Dependent,35-44,1,0,2,0.3067,Transactional,0.4934,Developing
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,1,2-Day Shipping,1,1,36,Venmo,Quarterly,4,1,Medium,Established,Medium,0.3842,Silver,Low_Value_Promo_Dependent,65+,1,0,2,0.3092,Transactional,0.4978,Developing
955,60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,1,Standard,1,1,18,Credit Card,Quarterly,4,1,Medium,Growing,High,0.2973,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.1623,Transactional,0.5588,Loyal
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,1,Free Shipping,1,1,4,PayPal,Monthly,12,1,Medium,New,High,0.2483,Bronze,Low_Value_Promo_Dependent,55-64,0,0,2,0.1108,Transactional,0.5479,Loyal
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,1,2-Day Shipping,1,1,42,Debit Card,Quarterly,4,1,Low,Veteran,High,0.5557,Gold,High_Value_Promo_Dependent,25-34,1,1,3,0.3582,Developing,0.5529,Loyal
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,1,Store Pickup,1,1,11,Cash,Quarterly,4,1,High,Growing,Low,0.1127,Bronze,Low_Value_Promo_Dependent,35-44,0,0,1,0.1052,Transactional,0.5674,Loyal
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,1,Free Shipping,1,1,31,Credit Card,Fortnightly,26,1,High,Established,Medium,0.5235,Gold,High_Value_Promo_Dependent,65+,0,1,1,0.441,Developing,0.6191,Loyal
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,1,Standard,1,1,12,Cash,Fortnightly,26,1,Low,Growing,High,0.4834,Gold,High_Value_Promo_Dependent,35-44,0,1,3,0.2859,Transactional,0.5109,Developing
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,1,Standard,1,1,20,Venmo,Quarterly,4,1,High,Growing,Medium,0.2486,Bronze,Low_Value_Promo_Dependent,18-24,0,0,1,0.1786,Transactional,0.6035,Loyal
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,1,Next Day Air,1,1,37,Debit Card,Quarterly,4,1,Medium,Established,Medium,0.4474,Silver,Low_Value_Promo_Dependent,55-64,1,0,2,0.3174,Transactional,0.5805,Loyal
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,1,Standard,1,1,26,Debit Card,Fortnightly,26,1,High,Established,Medium,0.5102,Gold,High_Value_Promo_Dependent,25-34,0,1,1,0.4002,Developing,0.6535,Loyal
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,1,2-Day Shipping,1,1,14,Credit Card,Weekly,52,1,Low,Growing,Medium,0.6136,Gold,High_Value_Promo_Dependent,18-24,1,1,3,0.5061,Developing,0.3844,Transactional
965,42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,1,Next Day Air,1,1,12,Venmo,Fortnightly,26,1,Low,Growing,Medium,0.3634,Silver,Low_Value_Promo_Dependent,35-44,1,0,3,0.2859,Transactional,0.3609,Transactional
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,1,Store Pickup,1,1,10,Credit Card,Annually,1,1,High,Growing,Medium,0.161,Bronze,Low_Value_Promo_Dependent,35-44,0,0,1,0.0735,Transactional,0.7094,Loyal
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,1,Express,1,1,19,Cash,Annually,1,1,High,Growing,Medium,0.2344,Bronze,Low_Value_Promo_Dependent,55-64,1,0,1,0.1469,Transactional,0.6954,Loyal
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,1,Store Pickup,1,1,4,Cash,Weekly,52,1,Medium,New,Low,0.4395,Silver,Low_Value_Promo_Dependent,25-34,0,0,2,0.4245,Developing,0.4368,Developing
969,57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,1,Next Day Air,1,1,48,Bank Transfer,Quarterly,4,1,Medium,Veteran,Medium,0.5247,Gold,High_Value_Promo_Dependent,55-64,1,1,2,0.4072,Developing,0.4809,Developing
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,1,Express,1,1,37,PayPal,Monthly,12,1,Medium,Established,Low,0.4077,Silver,Low_Value_Promo_Dependent,35-44,1,0,2,0.3802,Developing,0.3824,Transactional
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,1,Free Shipping,1,1,4,Cash,Monthly,12,1,High,New,Medium,0.2258,Bronze,Low_Value_Promo_Dependent,45-54,0,0,1,0.1108,Transactional,0.6598,Loyal
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,1,Next Day Air,1,1,15,Credit Card,Weekly,52,1,High,Growing,Medium,0.6318,Gold,High_Value_Promo_Dependent,45-54,1,1,1,0.5143,Developing,0.6489,Loyal
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,1,Standard,1,1,33,Credit Card,Weekly,52,1,Medium,Established,Medium,0.7637,Platinum,High_Value_Promo_Dependent,55-64,0,1,2,0.6612,Loyal,0.4481,Developing
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,1,2-Day Shipping,1,1,30,Bank Transfer,Quarterly,4,1,Medium,Established,High,0.3978,Silver,Low_Value_Promo_Dependent,55-64,1,0,2,0.2603,Transactional,0.5619,Loyal
975,69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,1,2-Day Shipping,1,1,23,Bank Transfer,Monthly,12,1,Medium,Growing,High,0.4409,Silver,Low_Value_Promo_Dependent,65+,1,0,2,0.2659,Transactional,0.6228,Loyal
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,1,2-Day Shipping,1,1,2,Bank Transfer,Weekly,52,1,Medium,New,Low,0.4582,Gold,High_Value_Promo_Dependent,55-64,1,1,2,0.4082,Developing,0.4945,Developing
977,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,1,Express,1,1,50,Credit Card,Quarterly,4,1,Medium,Veteran,High,0.5985,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.4235,Developing,0.6228,Loyal
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,1,Express,1,1,34,Cash,Fortnightly,26,1,High,Established,Low,0.4655,Gold,High_Value_Promo_Dependent,18-24,1,1,1,0.4655,Developing,0.544,Loyal
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,1,Standard,1,1,33,Credit Card,Weekly,52,1,Low,Established,Low,0.7112,Platinum,High_Value_Promo_Dependent,55-64,0,1,3,0.6612,Loyal,0.3125,Transactional
980,64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,1,Store Pickup,1,1,34,Debit Card,Monthly,12,1,Medium,Established,Low,0.3882,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.3557,Developing,0.4306,Developing
981,56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,1,Free Shipping,1,1,39,PayPal,Quarterly,4,1,High,Established,High,0.5287,Gold,High_Value_Promo_Dependent,55-64,0,1,1,0.3337,Transactional,0.7038,Loyal
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,1,Next Day Air,1,1,47,Credit Card,Quarterly,4,1,Medium,Veteran,Low,0.454,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.399,Developing,0.4588,Developing
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,1,Standard,1,1,37,PayPal,Monthly,12,1,Medium,Established,Medium,0.4852,Gold,High_Value_Promo_Dependent,35-44,0,1,2,0.3802,Developing,0.4793,Developing
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,1,Free Shipping,1,1,40,Venmo,Fortnightly,26,1,Medium,Veteran,Medium,0.5769,Gold,High_Value_Promo_Dependent,18-24,0,1,2,0.5144,Developing,0.4681,Developing
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,1,Free Shipping,1,1,8,Credit Card,Fortnightly,26,1,Medium,New,High,0.3982,Silver,Low_Value_Promo_Dependent,25-34,0,0,2,0.2532,Transactional,0.5572,Loyal
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,1,Express,1,1,12,Bank Transfer,Annually,1,1,High,Growing,High,0.2398,Bronze,Low_Value_Promo_Dependent,25-34,1,0,1,0.0898,Transactional,0.7875,Loyal
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,1,Store Pickup,1,1,36,Bank Transfer,Monthly,12,1,High,Established,High,0.562,Gold,High_Value_Promo_Dependent,45-54,0,1,1,0.372,Developing,0.7675,Loyal
988,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,1,Express,1,1,48,PayPal,Weekly,52,1,Low,Veteran,Medium,0.8512,Platinum,High_Value_Promo_Dependent,55-64,1,1,3,0.7837,Loyal,0.3764,Transactional
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,1,2-Day Shipping,1,1,47,PayPal,Fortnightly,26,1,High,Veteran,High,0.7316,Platinum,High_Value_Promo_Dependent,45-54,1,1,1,0.5716,Loyal,0.786,Loyal
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,1,Store Pickup,1,1,2,Bank Transfer,Monthly,12,1,Medium,New,Low,0.1219,Bronze,Low_Value_Promo_Dependent,65+,0,0,2,0.0944,Transactional,0.3684,Transactional
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,1,Store Pickup,1,1,24,Cash,Weekly,52,1,High,Growing,Medium,0.6953,Platinum,High_Value_Promo_Dependent,45-54,0,1,1,0.5878,Loyal,0.7064,Loyal
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,1,Standard,1,1,40,Bank Transfer,Fortnightly,26,1,Low,Veteran,High,0.7069,Platinum,High_Value_Promo_Dependent,18-24,0,1,3,0.5144,Developing,0.5186,Loyal
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,1,Express,1,1,50,Debit Card,Weekly,52,1,High,Veteran,High,0.9975,Platinum,High_Value_Promo_Dependent,45-54,1,1,1,0.8,Loyal,0.7909,Loyal
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,1,Store Pickup,1,1,25,Cash,Weekly,52,1,High,Established,High,0.7709,Platinum,High_Value_Promo_Dependent,45-54,0,1,1,0.5959,Loyal,0.7348,Loyal
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,1,Express,1,1,20,Debit Card,Monthly,12,1,Medium,Growing,Medium,0.3614,Silver,Low_Value_Promo_Dependent,45-54,1,0,2,0.2414,Transactional,0.498,Developing
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,1,2-Day Shipping,1,1,10,Venmo,Weekly,52,1,Medium,Growing,High,0.6235,Gold,High_Value_Promo_Dependent,35-44,1,1,2,0.4735,Developing,0.5075,Developing
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,1,Standard,1,1,32,Bank Transfer,Quarterly,4,1,High,Established,High,0.4541,Gold,High_Value_Promo_Dependent,25-34,0,1,1,0.2766,Transactional,0.8079,Loyal
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,1,Express,1,1,31,Cash,Fortnightly,26,1,Medium,Established,Low,0.466,Gold,High_Value_Promo_Dependent,55-64,1,1,2,0.441,Developing,0.4352,Developing
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,1,Next Day Air,1,1,48,Bank Transfer,Fortnightly,26,1,Medium,Veteran,High,0.7548,Platinum,High_Value_Promo_Dependent,45-54,1,1,2,0.5798,Loyal,0.6507,Loyal
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,1,Standard,1,1,23,Debit Card,Monthly,12,1,Low,Growing,Low,0.2859,Silver,Low_Value_Promo_Dependent,45-54,0,0,3,0.2659,Transactional,0.331,Transactional
1001,43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,1,Express,1,1,1,Bank Transfer,Fortnightly,26,1,Medium,New,Medium,0.2611,Silver,Low_Value_Promo_Dependent,35-44,1,0,2,0.1961,Transactional,0.5272,Loyal
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,1,Standard,1,1,4,Debit Card,Fortnightly,26,1,Medium,New,Medium,0.3206,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.2206,Transactional,0.529,Loyal
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,1,Store Pickup,1,1,3,Bank Transfer,Fortnightly,26,1,Medium,New,Medium,0.3099,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.2124,Transactional,0.5119,Developing
1004,56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,1,Store Pickup,1,1,3,Cash,Fortnightly,26,1,High,New,Medium,0.3324,Silver,Low_Value_Promo_Dependent,55-64,0,0,1,0.2124,Transactional,0.61,Loyal
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,1,2-Day Shipping,1,1,44,Cash,Annually,1,1,High,Veteran,High,0.4985,Gold,High_Value_Promo_Dependent,25-34,1,1,1,0.351,Developing,0.7564,Loyal
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,1,Store Pickup,1,1,5,Debit Card,Fortnightly,26,1,Medium,New,High,0.4137,Silver,Low_Value_Promo_Dependent,35-44,0,0,2,0.2287,Transactional,0.6772,Loyal
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,1,Next Day Air,1,1,50,Venmo,Quarterly,4,1,High,Veteran,High,0.581,Gold,High_Value_Promo_Dependent,18-24,1,1,1,0.4235,Developing,0.7269,Loyal
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,1,Standard,1,1,2,Credit Card,Annually,1,1,High,New,Medium,0.1132,Bronze,Low_Value_Promo_Dependent,55-64,0,0,1,0.0082,Transactional,0.7032,Loyal
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,1,Store Pickup,1,1,29,PayPal,Annually,1,1,Low,Established,High,0.3911,Silver,Low_Value_Promo_Dependent,35-44,0,0,3,0.2286,Transactional,0.4671,Developing
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,1,Express,1,1,11,Venmo,Annually,1,1,Medium,Growing,Low,0.1066,Bronze,Low_Value_Promo_Dependent,35-44,1,0,2,0.0816,Transactional,0.3653,Transactional
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,1,2-Day Shipping,1,1,37,Credit Card,Fortnightly,26,1,High,Established,Low,0.5,Gold,High_Value_Promo_Dependent,45-54,1,1,1,0.49,Developing,0.5705,Loyal
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,1,Next Day Air,1,1,32,Debit Card,Fortnightly,26,1,Low,Established,Low,0.4616,Gold,High_Value_Promo_Dependent,35-44,1,1,3,0.4491,Developing,0.3216,Transactional
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,1,Express,1,1,27,Credit Card,Annually,1,1,Medium,Established,Low,0.2547,Silver,Low_Value_Promo_Dependent,25-34,1,0,2,0.2122,Transactional,0.4851,Developing
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,1,2-Day Shipping,1,1,31,Venmo,Fortnightly,26,1,Medium,Established,Medium,0.5635,Gold,High_Value_Promo_Dependent,55-64,1,1,2,0.441,Developing,0.5851,Loyal
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,1,Standard,1,1,36,Debit Card,Fortnightly,26,1,Medium,Established,High,0.6743,Platinum,High_Value_Promo_Dependent,25-34,0,1,2,0.4818,Developing,0.5606,Loyal
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,1,Standard,1,1,34,Cash,Weekly,52,1,High,Established,Low,0.6794,Platinum,High_Value_Promo_Dependent,65+,0,1,1,0.6694,Loyal,0.4865,Developing
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,1,Express,1,1,15,Bank Transfer,Quarterly,4,1,Medium,Growing,Low,0.1628,Bronze,Low_Value_Promo_Dependent,18-24,1,0,2,0.1378,Transactional,0.4072,Developing
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,1,Express,1,1,14,Credit Card,Annually,1,1,Low,Growing,Medium,0.1886,Bronze,Low_Value_Promo_Dependent,18-24,1,0,3,0.1061,Transactional,0.3531,Transactional
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,1,Next Day Air,1,1,46,Cash,Weekly,52,1,High,Veteran,Medium,0.8923,Platinum,High_Value_Promo_Dependent,45-54,1,1,1,0.7673,Loyal,0.7423,Loyal
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,1,Standard,1,1,33,Venmo,Fortnightly,26,1,Low,Established,High,0.5973,Gold,High_Value_Promo_Dependent,25-34,0,1,3,0.4573,Developing,0.467,Developing
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,1,Express,1,1,41,Debit Card,Annually,1,1,High,Veteran,High,0.514,Gold,High_Value_Promo_Dependent,18-24,1,1,1,0.3265,Transactional,0.7644,Loyal
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,1,2-Day Shipping,1,1,39,PayPal,Weekly,52,1,High,Established,Medium,0.7877,Platinum,High_Value_Promo_Dependent,55-64,1,1,1,0.7102,Loyal,0.6829,Loyal
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,1,Store Pickup,1,1,7,Cash,Annually,1,1,High,New,Low,0.1015,Bronze,Low_Value_Promo_Dependent,55-64,0,0,1,0.049,Transactional,0.6516,Loyal
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,1,Free Shipping,1,1,29,Bank Transfer,Quarterly,4,1,Medium,Established,Medium,0.3796,Silver,Low_Value_Promo_Dependent,55-64,0,0,2,0.2521,Transactional,0.5494,Loyal
